Type,Tweet
Politics,Overview of courtesy call on PM Noda by Bachelet Executive Director of UN Women is available from the following.  http//t.co/MRnLkR
Sports,Yaya Toure shoots and City have another corner which is about to be taken. CFC
Politics,President Obama arrives for speech shakes hands SOTU
Politics,.adschina To stop Chinese hackers focus on defense not diplomacy. http//t.co/vmMZdJY
Sports,What is your favorite movie featuring a famous athlete Reply with BestSupportingAthlete and we ll RT a few.
Politics,Were counting down to the annual State of the Union address which takes place Tuesday evening. Heres a loo  http//t.co/LnsvAVA
Politics,On occasion like other leaders I have stumbled; and cannot claim to sparkle alone on a glorified perch. NelsonMandela
Sports,RT crickettas WA have got the required runs in the second over of the day and have defeated the Tigers by  wickets BupaSS
Sports,st Test. . WICKET N Lyon is out c Murali Vijay b Ravindra Jadeja  all out IndvAus http//t.co/fVNlKTPB BCCI
Politics,PM has arrived in Tripoli to discuss how the UK can continue to help build a strong prosperous democratic Libya. PMinAfrica
Politics,PSmith thanks for watching
Politics,The Second Inauguration of Barack Obama  Supreme Court Chief Justice John Roberts administers the oath of offic... http//t.co/KOvoVAqi
Sports,RT ESPNStatsInfo Danica Patrick st Cup pole by woman all time (previous best start in any points event was th by Janet Guthrie)
Sports,Looks like golf might be done for the day in Tucson. Wonder why (via IanJamesPoulter) ; http//t.co/UZkNJe
Sports,mohanstatsman Hobbs
Sports,We have a real treat for Pakistan fans on this week s ICC Cricket . There is an interview with Saeed Ajmal.
Sports,Pattinson returns with a bang in India. Read more on Pattos firey spells here http//t.co/sVIvJPq http//t.co/PjIKulSC
Politics,Abdul_AZ indeed
Politics,Medvedev Offshore resources development requires modern geological exploration technology stable legal framework
Politics,Dmitry Medvedev has visited the Russian exhibition at the nd Havana International Book Fair http//t.co/qngntFSB
Sports,RT JP_Trophy GOAL Brad Inman has got another for Crewe and a pretty good goal it was too Coventry_City  crewealexfc JPT
Sports,safreer )
Sports,RT BFInnoBystander IM SILLY BILLY LOOK AT ME LOOK AT ME ashes cricket
Politics,Will the real Muqtada alSadr please stand up http//t.co/yFcAVEr
Sports,OUT CoulterNile castles Christian whose entertaining knock comes to an end. Out for  ()  (.) BBL bigfinals
Politics,The NelsonMandela Centre of Memory offers condolences on the passing of Amina Cachalia http//t.co/RUVunhO
Politics,There must be no difference between the goals put forth during the election campaign and the Governments actions; we are working as a team
Politics,In any discussions especially with politicians there will be disagreements NelsonMandela
Politics,HaroldHolzer This is a great time to talk about Lincoln is the th anniversary of the US Civil War.
Sports,Watch highlights of the th tourlevel match win for DavidFerrer at the AustralianOpen. http//t.co/wLbnen atp tennis
Politics,Dmitry Medvedev has congratulated Mykola Azarov on his appointment as Prime Minister of Ukraine
Sports,Oscar looks ahead to tonights game with ACSparta_EN and beyond... http//t.co/POBducJyp CFC
Politics,Meeting with Security Council members http//t.co/zUxEcvq
Politics,The struggle against apartheid can be typified as the pitting of memory against forgetting NelsonMandela
Politics,RT mayakandel_ A Malian good enough strategy for France by E. de Durand  http//t.co/vMJaaSsiF via ForeignAffairs
Sports,hj Thanks happy we were able to keep you updated )
Sports,GBFedCup another break for HeatherWatson and Team GB win the first set
Politics,The Uddhav Thackeray Interview His first after being appointed Sena President. Today at pm and  pm.
Politics,America must lead and for that to happen we must have a strong economy here at home. CantAffordMore
Politics,HaroldHolzer Abraham Lincolns decisions were motivated primarily by the necessity of preserving the union.
Sports,RT StarsBBL Final XI Wright Hodge Handscomb (wk) White Faulkner (c) Keath Quiney Hastings Mascarenhas Bird Warne  th man ...
Sports,RichieTAMartin no refund  it will state the exact details in the Ts ; Cs on the back of the ticket you purchase
Politics,On January  PM Abe held the third meeting of the Headquarters for Japans Economic Revitalization.  http//t.co/hsDltg
Sports,RT TennisFndation Great to see tennis volunteer Peter Smith recognised  Canary Wharf    Sports        Awards http//t.co/LogcUKc yourcanaryw ...
Politics,.BarackObama hasnt just failed to control our mounting debt   he s accelerated it at an unprecedented pace. http//t.co/LviVmz
Sports,Less than  months after his T debut Faf du Plessis is appointed South Africas fulltime T captain. http//t.co/ifcUcutS
Politics,RT CONX bn of grain is lost postharvest every year in subSaharan Africa. Read Guardian article http//t.co/iAIObCTW KeepWhatUReap
Sports,Championship HT Bolton  Peterborough. http//t.co/VTYllxrKZ bbcfootball
Politics,Huge crowd celebrates outside the White House   POTU
Sports,ROSSSANITY T_DotFlight paying homage to mrvincecarter certainly merits a SlamDunkCompetition win
Sports,Can you beat the tweet of RoryGribbell and zebras stopped play for the most unusual reason for a club cricket match being halted
Sports,Great day for some cricket. The view from the SCG Players Room  Sydney Cricket Ground http//t.co/kcdSqcSk
Sports,Khurrum Tickets will be posted approximately  weeks before the tournament starts.
Sports,st Test. . R Ashwin to M Henriques  runs / IndvAus http//t.co/fVNlKTPB BCCI
Politics,madmanweb thats what I laughed
Politics,PM Abe attended meeting between national ; regional govts. Discussion on economic measures budget local finance. http//t.co/nGPzjog
Politics,Dr. Rajan Macro economic stabilisation will spur confidence building; once confidence builds up there will be more investment
Politics,Check out the upcoming contests on India AfricaA Shared Future http//t.co/YwnHad
Politics,President Obama If Congress allows this meat cleaver approach to take place it will jeopardize our military readiness.
Politics,Opening remarks by Mr. Chandrajit Banerjee Director General CII at the BCIM Car Rally Flag in Kolkata BCIM http//t.co/qMpRpxCqi
Sports,Dannyhudson Cheers mate
Sports,st Test. Over   runs (D Warner  M Clarke ) AUS / IndvAus http//t.co/fVNlKTPB BCCI
Sports,x memphistennis champ TommyHaas talks about success at event and local restaurant scene in our Q;A. http//t.co/ujQyisl atp tennis
Sports,chrisabbott Sky    Sports        only attend live games Chris. Other footage is recorded by clubs/local cameramen and then made available
Politics,RT hormazdsorabjee BCIM Rally convoy rolls into Silchar Assam. Great to be back in India Imphal tomorrow. http//t.co/GjScHlOC
Politics,Dmitry Medvedev discussed plans to develop the Tver Region with its governor Andrei Shevelev http//t.co/RYrvuKxm
Sports,Another wicket down for qldcricket. Joe Burns departs for  with John Hastings picking up his first. QLD  RyobiODC
Politics,A lawyers strike holds up hearing on charges against Sajjan Kumar in  riots. One more banal reason to entangle Justice in cobwebs of time
Sports,ChelseaTV have live commentary from todays game which you can listen to right here... http//t.co/dFMOKy
Politics,Visitors to Washington for the th Presidential Inauguration have plenty of options when it comes to selecti  http//t.co/XViDU
Politics,RT CONX Read the WHO World Report on Disability http//t.co/AYPGeHm DisabilityRights
Politics,The President and the Federal Antimonopoly Service head discussed ways to attract investment to the Russian economy http//t.co/OJYuwgUH
Sports,RT GordonReid Come on Big result for me in Rotterdam beating world no. Houdet  . Into the semi final tomorrow against world ...
Politics,PM has met Chancellor Merkel at Davos. He saw PM Monti PM Kenny ; PM Rutte earlier. Due to meet PM Reinfeldt and PM Stoltenberg too. WEF
Politics,Meeting with deputy prime ministers on pensions rules of the road new educational standards and offshore projects http//t.co/REVVwtbi
Sports,Some player towel love for the fans. ausopen Djokovic pete http//t.co/qCxPfogh
Sports,allenbcook one camera captured plenty
Sports,Mario Ballotelli of ManchesterCity has been ruled out for up to six weeks following knee surgery in Italy.
Politics,Many Philatelists like Geetaben Bhavishi from Gujarat are displaying collectible items at the exhibition http//t.co/RtQznMBQt
Sports,ManchesterUnited vs Liverpool Wigan vs ManchesterCity and Chelsea vs Blackpool
Sports,. andy_murray leads Federer  ()  in their AustralianOpen SF. Will Federer force at th set http//t.co/jQbgJ atp tennis
Politics,RT PMOIndia RT We now have a new photo and video section for quick downloads and a new look at http//t.co/MRVlCn
Sports,Todays PMB tweet (http//t.co/iaYzvdFd) Describe in  words your reaction when Di Matteo scored v Middlesbrough at Wembley in .CFCPMB
Sports,Plumb and plumber  Rahat Ali gets Alviro Petersen out early. South Africa  for  SAvPak
Sports,Thank you to all who followed the ashes through the series. Well post an Ashes review in trademark irreverent style tonight. Well done Eng
Politics,Meeting with representatives of student    sports        clubs funding of    sports        and physical training at universities http//t.co/DiNwdCdq
Sports,To get UK fans in the mood for the ct why not get the video story of the wt  at http//t.co/hhzeKHpB
Sports,Jacques Kallis misses the third Test with an injury. Kyle Abbott will make his Test debut. http//t.co/YqTIYB SAvPak
Sports,Sunday th September Barclayspremierleague fixtures
Sports,Remember Michael Clarkes majestic debut ton in India eight years ago Sidvee does and how. http//t.co/clqtTSeHGM IndvAus
Politics,Climate change discussion with CHedegaardEU in development committee at .am CET http//t.co/DJPxytl
Sports,.RafaelNadal on performance at VTROpen Im really happy with what Ive been doing this week. http//t.co/KZgrM atp welcomebackrafa
Politics,We need to know with a fresh conviction that we all share a common humanity NelsonMandela
Sports,Another Thursday another free FootballLeague match ticket giveaway by Club_Betting  have a look at their timeline for more details
Politics,For the French in Mali expelling the Islamists was the easy part. Now what http//t.co/RCfIEYscL
Politics,December  NelsonMandela launches his autobiography Long Walk to Freedom
Politics,Watch Samis story about losing his dad in a mass shooting then find out how you can help reduce gun violence http//t.co/SBCpSoG
Sports,st Test. . N Lyon to MS Dhoni  runs / IndvAus http//t.co/fVNlKTPB BCCI
Politics,At Mahindra Satyam a STPI regstrd company. Vizags IT sector grew % last year due to low op costs/skilled workforce http//t.co/tDvILmKC
Politics,December  Umkhonto weSizwe with NelsonMandela as Commander in Chief was launched with a series of explosions
Politics,RT if you agree The number of guns sold without a background check should be zero. WeDemandAVote http//t.co/HDhkYdym
Sports,Australias players have arrived home after winning the wwc on Sunday in Mumbai http//t.co/kZApqVaBsO
Politics,Irish company sponsors MandelaDay container library for a school in Nyanga Western Cape South Africa http//t.co/pIfdba
Politics,Still plenty of room for improvement. Interview looking back at the first three years of services directive http//t.co/SIZzilQjEQ
Politics,Putin Governors must take personal responsibility for developing the investment climate and business in their regions http//t.co/KVlDjR
